ten,gia,giong_nho,nha_san_xuat,quoc_gia,nong_do,dung_tich,loai_ruou,url
Rượu vang Bồ Đào Nha Chryseia Douro 2022,2.635.600 ₫,Blend,Prats & Symington (P + S),Vang Bồ Đào Nha,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-bo-dao-nha/chryseia-douro/
Rượu vang Bồ Đào Nha Post Scriptum De Chryseia,1.023.000 ₫,Blend,Prats & Symington (P + S),Vang Bồ Đào Nha,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-bo-dao-nha/post-scriptum-de-chryseia/
Rượu vang Bồ Đào Nha Prazo De Roriz,732.600 ₫,Blend,Prats & Symington (P + S),Vang Bồ Đào Nha,14.2% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-bo-dao-nha/prazo-de-roriz/
Rượu vang Chile Santa Carolina Reserva Cabernet Sauvignon,517.000 ₫,Cabernet Sauvignon,Santa Carolina,Vang Chile,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-chile/reserva-cabernet-sauvignon/
Rượu vang Chile Santa Carolina Vistaña Cabernet Sauvignon Merlot,363.000 ₫,Blend,Santa Carolina,Vang Chile,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-chile/vistana-cabernet-sauvignon-merlot/
Rượu vang Đức Markus Molitor Brauneberger Klostergarten Pinot Noir 2018,2.601.500 ₫,Pinot Noir,Markus Molitor,Vang Đức,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-duc/markus-molitor-brauneberger-klostergarten-pinot-noir-2018/
Rượu vang Đức Markus Molitor Zeltinger Schlossberg Pinot Noir 2018,1.936.000 ₫,Pinot Noir,Markus Molitor,Vang Đức,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-duc/markus-molitor-zeltinger-schlossberg-pinot-noir-2018/
Rượu vang Đức Markus Molitor Zeltinger Schlossberg Pinot Noir 2019,1.936.000 ₫,Pinot Noir,Markus Molitor,Vang Đức,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-duc/markus-molitor-zeltinger-schlossberg-pinot-noir-2019/
Rượu vang Mỹ Antica Cabernet Sauvignon Mountain Select 2019,2.398.000 ₫,Cabernet Sauvignon,Marchesi Antinori,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/antica-cabernet-sauvignon-2019/
Rượu vang Mỹ Antica Townsend Vineyard Cabernet Sauvignon 2018,3.729.000 ₫,Cabernet Sauvignon,Marchesi Antinori,Vang Mỹ,14.8% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/antica-townsend-vineyard-cabernet-sauvignon/
Rượu vang Mỹ Antinori Napa Valley Townsend Cabernet Sauvignon 2019,3.729.000 ₫,Blend,Marchesi Antinori,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/antinori-napa-valley-townsend-vineyard-cabernet-sauvignon-2019/
Rượu Vang Mỹ Austin Cabernet Sauvignon Paso Robles 2020,1.518.000 ₫,Blend,Hope Family Wines,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/austin-cabernet-sauvignon-paso-robles-2020/
Rượu Vang Mỹ Austin Hope Cabernet Sauvignon 2022,3.630.000 ₫,Blend,Hope Family Wines,Vang Mỹ,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/austin-hope-cabernet-sauvignon-2022/
Rượu Vang Mỹ Hope Family Quest 2023,1.518.000 ₫,Blend,Hope Family Wines,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/hope-family-quest-2023/
Rượu vang Mỹ Liberty School Cabernet Sauvignon,1.210.000 ₫,Blend,Hope Family Wines,Vang Mỹ,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/liberty-school-cabernet-sauvignon/
Rượu vang Mỹ Robert Mondavi Oakville Cabernet Sauvignon 2021,4.565.000 ₫,Blend,Robert Mondavi,Vang Mỹ,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-oakville-cabernet-sauvignon-2021/
Rượu Vang Mỹ Robert Mondavi Private Selection Cabernet Sauvignon,1.149.500 ₫,Cabernet Sauvignon,Robert Mondavi,Vang Mỹ,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-private-selection-cabernet-sauvignon/
Rượu Vang Mỹ Robert Mondavi Private Selection Vint Cabernet Sauvignon,1.149.500 ₫,Cabernet Sauvignon,Robert Mondavi,Vang Mỹ,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-private-selection-vint-cabernet-sauvignon/
Rượu Vang Mỹ Robert Mondavi Private Selection Red Blend,1.149.500 ₫,Blend,Robert Mondavi,Vang Mỹ,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-private-selection-red-blend/
Rượu Vang Mỹ Robert Mondavi Private Selection Vint Red Blend,1.149.500 ₫,Blend,Robert Mondavi,Vang Mỹ,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-private-selection-vint-red-blend/
Rượu Vang Mỹ Robert Mondavi Private Selection Rye-Barrel Aged Red Blend,1.149.500 ₫,Blend,Robert Mondavi,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-private-selection-rye-barrel-aged-red-blend/
Rượu Vang Mỹ Robert Mondavi Private Selection Vint Red Blend Aged In Rye Barrels,1.149.500 ₫,Blend,Robert Mondavi,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-private-selection-vint-red-blend-aged-in-rye-barrels/
Rượu vang Mỹ Robert Mondavi Winery Cabernet Sauvignon Reserve 2017,9.746.000 ₫,Cabernet Sauvignon,Robert Mondavi,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-winery-cabernet-sauvignon-reserve/
Rượu vang Mỹ Robert Mondavi Winery Cabernet Sauvignon Reserve 2018,9.746.000 ₫,Cabernet Sauvignon,Robert Mondavi,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-winery-cabernet-sauvignon-reserve-2018/
Rượu vang Mỹ Robert Mondavi Winery Cabernet Sauvignon Reserve 2019,9.746.000 ₫,Cabernet Sauvignon,Robert Mondavi,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-winery-cabernet-sauvignon-reserve-2019/
Rượu vang Mỹ Robert Mondavi Winery Cabernet Sauvignon Reserve 2021,9.746.000 ₫,Cabernet Sauvignon,Robert Mondavi,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-winery-cabernet-sauvignon-reserve-2021/
Rượu vang Mỹ Robert Mondavi Winery Napa Valley Cabernet Sauvignon 2019,3.300.000 ₫,Cabernet Sauvignon,Robert Mondavi,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-winery-napa-valley-cabernet-sauvignon-2019/
Rượu vang Mỹ Robert Mondavi Winery Napa Valley Cabernet Sauvignon 2021,3.300.000 ₫,Cabernet Sauvignon,Robert Mondavi,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/robert-mondavi-winery-napa-valley-cabernet-sauvignon-2021/
Rượu vang Mỹ To Kalon Vineyard Company Eliza’s 2018,18.238.000 ₫,Blend,To Kalon Vineyard Company,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/to-kalon-vineyard-company-elizas/
Rượu vang Mỹ To Kalon Vineyard Company Eliza’s 2019,18.238.000 ₫,Blend,To Kalon Vineyard Company,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/to-kalon-vineyard-company-elizas-2019/
Rượu vang Mỹ To Kalon Vineyard Company Highest Beauty 2018,18.238.000 ₫,Blend,To Kalon Vineyard Company,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/to-kalon-vineyard-company-highest-beauty/
Rượu vang Mỹ To Kalon Vineyard Company Highest Beauty 2019,18.238.000 ₫,Blend,To Kalon Vineyard Company,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/to-kalon-vineyard-company-highest-beauty-2019/
Rượu vang Mỹ To Kalon Vineyard H.W.C 2018,18.238.000 ₫,Cabernet Sauvignon,To Kalon Vineyard Company,Vang Mỹ,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/to-kalon-vineyard-h-w-c-2018/
Rượu Vang Mỹ Treana Red Magnum 2018 1.5L,3.630.000 ₫,Blend,Hope Family Wines,Vang Mỹ,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/treana-red-2018/
Rượu Vang Mỹ Treana Red 2019,1.815.000 ₫,Blend,Hope Family Wines,Vang Mỹ,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/treana-red-2019/
Rượu Vang Mỹ Treana Red 2020,1.815.000 ₫,Blend,Hope Family Wines,Vang Mỹ,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/treana-red-2020/
Rượu Vang Mỹ Treana Red Magnum 2017 1.5L,3.630.000 ₫,Blend,Hope Family Wines,Vang Mỹ,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/treana-red-magnum-2017/
Rượu Vang Mỹ Woodbridge By Robert Mondavi Cabernet Sauvignon,726.000 ₫,Cabernet Sauvignon,WoodBridge By Robert Mondavi,Vang Mỹ,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/woodbridge-by-robert-mondavi-cabernet-sauvignon/
Rượu Vang Mỹ Woodbridge By Robert Mondavi Cabernet Sauvignon 1.5L,1.452.000 ₫,Cabernet Sauvignon,WoodBridge By Robert Mondavi,Vang Mỹ,13.5% ABV*,1.5L,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/woodbridge-by-robert-mondavi-cabernet-sauvignon-1500ml/
Rượu Vang Mỹ Woodbridge By Robert Mondavi Merlot,726.000 ₫,Merlot,WoodBridge By Robert Mondavi,Vang Mỹ,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/woodbridge-by-robert-mondavi-merlot/
Rượu Vang Mỹ Woodbridge By Robert Mondavi Pinot Noir,726.000 ₫,Pinot Noir,WoodBridge By Robert Mondavi,Vang Mỹ,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-my/woodbridge-by-robert-mondavi-pinot-noir/
BST 6 chai rượu vang New Zealand Greywacke 2014,11.660.000 ₫,Chardonnay,Greywacke,Vang New Zealand,,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-newzealand/bst-6-chai-ruou-vang-new-zealand-greywacke-2014/
BST 6 chai rượu vang New Zealand Greywacke 2015,11.660.000 ₫,Chardonnay,Greywacke,Vang New Zealand,,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-newzealand/bst-6-chai-ruou-vang-new-zealand-greywacke-2015/
Rượu Vang New Zealand Satellite Pinot Noir,880.000 ₫,Pinot Noir,Spy Valley Wines,Vang New Zealand,12.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-newzealand/satellite-pinot-noir/
Rượu vang New Zealand Spy Valley Pinot Noir,1.056.000 ₫,Pinot Noir,Spy Valley Wines,Vang New Zealand,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-newzealand/spy-valley-pinot-noir/
Rượu vang Pháp Louis Latour Aloxe-Corton Domaine Latour 2016,2.964.500 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-aloxe-corton-domaine-latour/
Rượu vang Pháp Louis Latour Aloxe-Corton Domaine Latour 2020,2.964.500 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-aloxe-corton-domaine-latour-2020/
Rượu vang Pháp Arnaud Mortet Gevrey-Chambertin 2016,7.562.500 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/arnaud-mortet-gevrey-chambertin/
Rượu vang Pháp Arnaud Mortet Gevrey-Chambertin 2017,7.562.500 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/arnaud-mortet-gevrey-chambertin-2017/
Rượu vang Pháp Arnaud Mortet Gevrey-Chambertin Ma Cuvée 2018,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/arnaud-mortet-gevrey-chambertin-ma-cuvee-2018/
Rượu vang Pháp Arnaud Mortet Gevrey-Chambertin Ma Cuvée 2020,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/arnaud-mortet-gevrey-chambertin-ma-cuvee-2020/
Rượu vang Pháp Arnaud Mortet Gevrey-Chambertin Ma Cuvée 2021,6.655.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/arnaud-mortet-gevrey-chambertin-ma-cuvee-2021/
Rượu vang Pháp Denis Mortet Chambertin Grand Cru,95.590.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/denis-mortet-chambertin-grand-cru/
Rượu vang Pháp Denis Mortet Clos De Vougeot Grand Cru,20.933.000 ₫,Pinot Noir,Domaine Denis Mortet,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/denis-mortet-clos-de-vougeot-grand-cru/
Rượu vang Pháp Aurore De Dauzac,1.573.000 ₫,Bordeaux Blend,Château Dauzac,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/aurore-de-dauzac/
Rượu vang Pháp Château de Meursault Bourgogne Du Château Pinot Noir 2018,1.754.500 ₫,Pinot Noir,Château de Meursault,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/bourgogne-du-chateau-pinot-noir-2018/
Rượu vang Pháp Château de Meursault Bourgogne Du Château Pinot Noir 2020,1.754.500 ₫,Pinot Noir,Château de Meursault,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/bourgogne-du-chateau-pinot-noir-2020/
Rượu vang Pháp Domaine Michel Noellat Bourgogne Hautes-Côtes-De Nuits Chardonnay 2020,1.463.000 ₫,Chardonnay,Domaine Michel Noellat,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/domaine-michel-noellat-bourgogne-hautes-cotes-de-nuits-chardonnay/
Rượu vang Pháp Pierre Naigeon Bourgogne Pinot Noir 2020,1.485.000 ₫,Pinot Noir,Pierre Naigeon,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/pierre-naigeon-bourgogne-pinot-noir/
Rượu vang Pháp Pierre Naigeon Bourgogne Vieilles Vignes 2016,1.276.000 ₫,Pinot Noir,Pierre Naigeon,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/pierre-naigeon-bourgogne-vieilles-vignes/
Rượu vang Pháp Pierre Naigeon Marsannay Sampagny 2020,1.969.000 ₫,Pinot Noir,Pierre Naigeon,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/pierre-naigeon-marsannay-sampagny/
Rượu vang Pháp Pierre Naigeon Marsannay Vieilles Vignes 2014,1.595.000 ₫,Pinot Noir,Pierre Naigeon,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/pierre-naigeon-marsannay-vieilles-vignes/
Rượu vang Pháp Brio de Cantenac Brown 2015,2.134.000 ₫,Bordeaux Blend,Château Cantenac Brown,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/brio-de-cantenac-brown-2015/
Rượu vang Pháp Brio de Cantenac Brown 2016,2.134.000 ₫,Bordeaux Blend,Château Cantenac Brown,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/brio-de-cantenac-brown-2016/
Rượu vang Pháp Château Batailley 2005,6.787.000 ₫,Bordeaux Blend,Château Batailley,Vang Pháp,13% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-batailley-2005/
Rượu vang Pháp Louis Latour Chambolle-Musigny 2015,4.587.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-chambolle-musigny/
Rượu vang Pháp Louis Latour Chambolle-Musigny 2020,4.587.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-chambolle-musigny-2020/
Rượu vang Pháp Charles Heidsieck Coteaux Champenois Red Ambonnay 2019 1.5L,13.189.000 ₫,Pinot Noir,Champagne Charles Heidsieck,Vang Pháp,12% ABV*,1.5L,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/charles-heidsieck-coteaux-champenois-red-ambonnay-2019-1500ml/
Rượu vang Pháp Louis Latour Charmes-Chambertin 2009,17.836.500 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/charmes-chambertin-louis-latour-2009/
Rượu vang Pháp Louis Latour Chambertin Grand Cru Cuvée Héritiers Latour 2010,25.712.500 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chambertin-grand-cru-cuvee-heritiers-latour-louis-latour-2010/
Rượu vang Pháp Louis Latour Charmes-Chambertin 2010,21.571.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-charmes-chambertin/
Rượu vang Pháp Chassagne-Montrachet Rouge Louis Latour 2015,2.904.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chassagne-montrachet-rouge-louis-latour/
Rượu vang Pháp Louis Latour Chassagne-Montrachet Rouge 2020,2.904.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/louis-latour-chassagne-montrachet-rouge-2020/
Rượu vang Pháp Louis Latour Chassagne-Montrachet Rouge 2021,2.904.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/ruou-vang-phap-louis-latour-chassagne-montrachet-rouge-2021/
Rượu vang Pháp Louis Latour Chassagne-Montrachet Rouge 2016,2.904.000 ₫,Pinot Noir,Maison Louis Latour,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chassagne-montrachet-rouge-louis-latour-2016/
Rượu vang Pháp Château Angelus 2012,35.090.000 ₫,Bordeaux Blend,Château Angelus,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-angelus-2012/
Rượu vang Pháp Château Angelus 2020,30.800.000 ₫,Bordeaux Blend,Château Angelus,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-angelus-2020/
Rượu vang Pháp Château Angelus 2022,41.800.000 ₫,Bordeaux Blend,Château Angelus,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-angelus-2022/
Rượu vang Pháp Clos Du Milieu 2020,2.502.500 ₫,Merlot,Château Angelus,Vang Pháp,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/clos-du-milieu-2020/
Rượu vang Pháp No3 d’Angelus 2014 3L,19.030.000 ₫,Bordeaux Blend,Château Angelus,Vang Pháp,14.5% ABV*,3L,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/no3-dangelus-2014/
Rượu vang Pháp No3 d’Angelus 2022,3.597.000 ₫,Bordeaux Blend,Château Angelus,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/no3-dangelus-2022/
Rượu vang Pháp Tempo D’Angelus 2023,1.694.000 ₫,Bordeaux Blend,Château Angelus,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/tempo-dangelus-2023/
Rượu vang Pháp Château Batailley 2015,4.961.000 ₫,Bordeaux Blend,Château Batailley,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-batailley-2015/
Rượu vang Pháp Château Bélair Monange 2009,14.058.000 ₫,Bordeaux Blend,Château Bélair Monage,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-belair-monange/
Rượu vang Pháp Château Bélair Monange 2010,19.030.000 ₫,Bordeaux Blend,Château Bélair Monage,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-belair-monange-2010/
Rượu vang Pháp Château Bélair Monange 2015,12.243.000 ₫,Bordeaux Blend,Château Bélair Monage,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-belair-monange-2015/
Rượu vang Pháp Château Bélair Monange 2016,12.243.000 ₫,Bordeaux Blend,Château Bélair Monage,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-belair-monange-2016/
Rượu vang Pháp Château Bélair Monange 2018,12.826.000 ₫,Bordeaux Blend,Château Bélair Monage,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-belair-monange-2018/
Rượu vang Pháp Château Belle-Vue 2019,1.430.000 ₫,Bordeaux Blend,Château Belle-Vue,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-belle-vue-2019/
Rượu vang Pháp Château Bellevue 2007,3.058.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2007/
Rượu vang Pháp Château Bellevue 2015,3.696.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2015/
Rượu vang Pháp Château Bellevue 2010,4.785.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2010/
Rượu vang Pháp Château Bellevue 2011,3.861.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2011/
Rượu vang Pháp Château Bellevue 2012,3.685.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2012/
Rượu vang Pháp Château Bellevue 2014,3.190.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,14% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2014/
Rượu vang Pháp Château Bellevue 2016,3.696.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,14.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2016/
Rượu vang Pháp Château Bellevue 2018,3.399.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2018/
Rượu vang Pháp Château Bellevue 2019,3.399.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2019/
Rượu vang Pháp Château Bellevue 2020,3.399.000 ₫,Merlot,Pradel de Lavaux,Vang Pháp,15% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bellevue-2020/
Rượu vang Pháp Château Bertineau Saint-Vincent 2017,1.716.000 ₫,Bordeaux Blend,Château Bertineau Saint-Vincent,Vang Pháp,13.5% ABV*,750ml,Rượu Vang Đỏ,https://winecellar.vn/ruou-vang-phap/chateau-bertineau-saint-vincent-2017/
